Age,Annual_Income,CIBIL_Score,Home_Ownership,Employment_Length,Loan_Intent,Loan_Amount,Loan_Status,Outstanding_Debts,Average_Monthly_Expenditure,Frequency_of_Card_Usage,Bill_Payment_Timeliness,Late_Payment_Penalties,Number_of_Missed_Payments,ATM_Withdrawal_Frequency,Preferred_Payment_Method,Insurance_Coverage,Financial_Literacy_Level,Number_of_Credit_Cards_Owned,Number_of_Bank_Accounts,Risk_Appetite,Savings_Habits,Venmo Visa Credit Card,Synchrony Premier World Mastercard,CareCredit Credit Card,PayPal Cashback World Mastercard,Ashley Advantage Credit Card,Synchrony HOME Credit Card,Synchrony Car Care Credit Card,Verizon Visa Card
46,1247175,516,Own,14,Home,83197,Paid,258956,38472,4,On Time,0,4,10,Cash,0,Medium,4,2,Low,Good,0,0,0,0,0,0,0,0
68,383172,883,Rent,17,Credit Card,604581,Paid,490149,85335,46,Late,1,9,14,Credit Card,1,High,3,6,Low,Average,0,0,0,1,0,0,0,1
21,1148189,480,Rent,28,Car,249883,Defaulted,125981,39448,34,On Time,0,4,3,Cash,0,High,3,5,High,Good,1,0,0,0,0,0,0,0
40,1101069,716,Own,28,Home,816328,Paid,108871,108134,39,Late,1,8,12,UPI,1,High,4,4,Medium,Poor,0,0,0,0,1,1,0,0
45,2058222,491,Own,21,Personal,871220,Paid,224667,112603,2,On Time,0,7,11,Credit Card,1,Medium,3,5,High,Good,0,0,0,0,0,1,0,0
33,1301437,393,Rent,22,Car,670919,Paid,235629,13544,21,Late,1,9,3,Debit Card,1,Medium,2,4,High,Average,0,0,0,0,0,0,0,0
29,2161130,626,Rent,28,Home,940050,Paid,338682,146936,5,On Time,1,7,5,Credit Card,0,Low,1,7,Low,Average,0,0,0,0,0,0,0,0
38,820937,764,Own,5,Credit Card,322242,Defaulted,426845,74274,34,On Time,0,5,7,UPI,1,High,2,9,Low,Average,0,0,0,0,0,1,0,0
62,414281,733,Own,23,Home,170711,Paid,261294,140150,37,Late,1,1,2,Cash,1,High,3,8,Medium,Average,0,0,0,0,0,1,0,0
34,388175,629,Own,4,Car,284102,Paid,402707,69719,19,Late,1,1,1,Debit Card,1,Low,4,5,Medium,Poor,0,0,0,0,0,1,0,0
57,581883,826,Rent,22,Credit Card,618284,Defaulted,9581,105720,15,Late,1,9,2,UPI,0,Low,1,2,High,Good,0,0,0,0,0,0,0,0
30,825689,418,Own,33,Credit Card,498408,Paid,386407,12789,19,Late,1,9,3,UPI,0,Low,2,8,Medium,Poor,0,0,0,0,0,0,0,0
69,1360468,320,Rent,11,Education,347170,Defaulted,362634,34442,7,On Time,0,1,6,UPI,1,Medium,4,6,Medium,Poor,0,0,0,0,0,0,0,0
49,1201571,320,Own,10,Home,870077,Paid,91164,30006,40,On Time,0,7,17,Credit Card,0,Low,2,5,High,Good,0,0,0,1,1,0,0,1
54,316585,615,Own,2,Home,389018,Paid,88718,40316,23,On Time,0,0,14,Cash,0,Medium,1,3,Low,Good,0,0,0,0,1,0,0,0
67,1491293,520,Rent,23,Home,444009,Defaulted,193643,144545,21,On Time,1,7,6,Credit Card,1,High,2,9,Low,Good,0,0,0,1,0,0,0,1
32,902959,364,Rent,28,Personal,854802,Paid,34382,12749,26,Late,1,7,19,UPI,1,Low,3,6,Medium,Poor,0,0,0,0,0,0,0,0
29,754846,448,Rent,30,Credit Card,931646,Defaulted,414874,144457,29,Late,1,4,4,Debit Card,1,Low,4,8,Medium,Average,0,0,0,0,0,0,0,0
66,1093578,482,Rent,7,Home,932285,Paid,6763,149941,17,Late,1,2,14,Cash,0,High,1,7,Low,Poor,0,0,0,0,0,0,0,0
32,950565,880,Rent,1,Car,974039,Defaulted,122559,44548,11,On Time,0,8,1,Cash,1,High,3,1,Medium,Average,0,0,0,0,0,0,0,0
51,2429434,581,Own,28,Car,819300,Paid,288722,94297,9,Late,0,8,16,UPI,1,High,1,1,Medium,Good,0,0,0,0,0,1,1,0
23,2885247,630,Own,15,Education,163906,Paid,371988,140789,43,On Time,1,1,13,Cash,1,Low,4,3,High,Poor,1,0,0,0,0,1,0,0
34,2501818,354,Rent,7,Credit Card,238224,Paid,316474,54522,41,Late,1,4,4,UPI,0,High,2,3,Low,Poor,1,0,0,0,0,0,0,0
65,2219052,412,Own,13,Personal,827438,Defaulted,27117,95484,2,Late,0,3,12,Credit Card,0,High,1,9,Low,Average,0,0,0,0,0,1,0,0
66,560379,512,Rent,11,Education,92045,Paid,57424,22307,16,Late,1,6,3,Cash,1,Low,3,8,Medium,Poor,0,0,0,0,0,0,0,0
37,1718791,345,Rent,26,Home,946233,Defaulted,111971,98392,5,On Time,1,9,17,Debit Card,0,Medium,1,8,High,Average,0,0,0,0,0,0,0,0
26,2562139,745,Rent,18,Credit Card,726436,Defaulted,198560,140775,30,Late,1,5,2,Credit Card,1,High,1,9,Low,Poor,0,0,0,1,0,0,0,1
22,1006266,369,Rent,12,Personal,514805,Defaulted,347702,137846,15,On Time,0,5,9,UPI,0,Low,3,2,Medium,Good,0,0,0,0,0,0,0,0
40,1341839,481,Own,28,Credit Card,608901,Defaulted,182786,20282,1,On Time,0,6,5,Credit Card,1,Low,4,4,High,Average,0,0,0,0,0,0,0,0
50,908030,472,Rent,2,Home,919402,Defaulted,323110,132158,18,On Time,0,0,15,Credit Card,1,Medium,2,4,High,Good,0,0,0,1,0,0,0,1
55,1976116,803,Rent,7,Education,841420,Paid,312939,78797,15,On Time,0,8,3,Debit Card,1,Low,1,2,Medium,Average,0,0,0,0,0,0,0,0
31,2408002,609,Rent,13,Home,367048,Paid,44023,29811,10,Late,1,9,11,Debit Card,1,Medium,1,6,Medium,Average,0,0,0,0,0,0,0,0
34,2261855,508,Own,6,Car,863408,Paid,5254,111129,16,On Time,0,5,8,UPI,0,Low,2,7,Low,Good,0,0,0,0,0,1,1,0
36,1727572,522,Own,3,Education,620478,Paid,226153,49632,9,On Time,0,8,5,Credit Card,1,Medium,3,1,Medium,Poor,0,0,0,0,0,0,0,0
50,2380216,642,Own,20,Car,435023,Paid,482012,49222,48,Late,1,0,5,Cash,0,Medium,3,1,High,Average,0,0,0,0,0,0,0,0
18,2075436,419,Rent,11,Home,309845,Defaulted,313238,88774,36,Late,1,4,9,UPI,0,Low,2,9,Low,Poor,1,0,0,0,0,0,0,0
30,2362705,847,Rent,30,Education,779154,Defaulted,299259,60892,32,Late,0,2,18,UPI,0,High,3,6,Medium,Poor,1,1,0,0,0,0,0,0
63,2146932,333,Own,8,Home,742111,Paid,496766,112413,31,Late,0,7,10,UPI,1,High,4,5,Low,Poor,0,0,0,0,1,1,0,0
44,1582255,689,Rent,6,Credit Card,968978,Defaulted,433854,61118,13,On Time,0,4,10,Credit Card,1,Low,4,1,Low,Poor,0,0,0,0,0,0,0,1
23,1195437,588,Own,34,Credit Card,878478,Paid,272819,60747,44,On Time,0,0,5,UPI,0,Medium,2,3,Low,Poor,1,0,0,0,0,1,0,0
23,1687178,866,Rent,10,Personal,671836,Paid,344306,12661,10,Late,0,6,3,Credit Card,1,Medium,2,5,Low,Good,0,0,0,0,0,0,0,0
50,1806066,834,Own,1,Home,847604,Paid,296080,90937,37,On Time,1,5,15,Debit Card,1,High,4,5,Low,Poor,0,1,0,0,1,1,0,0
47,644403,855,Rent,33,Car,308818,Defaulted,366335,117061,41,Late,1,5,3,Debit Card,1,Medium,4,8,Medium,Good,0,0,0,0,0,0,0,0
63,2201345,399,Own,34,Personal,98784,Paid,6863,32797,31,On Time,1,3,18,Cash,0,Low,1,1,Medium,Average,0,0,0,0,0,0,0,0
52,1025640,327,Own,15,Education,430406,Defaulted,128105,24952,47,Late,0,3,9,Credit Card,1,Low,2,7,Medium,Good,0,0,0,1,0,0,0,1
40,1811669,875,Rent,31,Car,531611,Paid,347399,122388,32,Late,1,0,6,Debit Card,0,High,3,8,Medium,Average,0,1,0,0,0,0,1,0
27,1682366,614,Own,14,Credit Card,176899,Defaulted,463212,69545,44,On Time,0,6,2,UPI,1,High,2,7,Medium,Poor,1,0,0,0,0,1,0,0
68,1563080,883,Rent,9,Car,929609,Paid,151327,98588,34,On Time,0,3,14,UPI,1,Medium,3,1,High,Good,0,1,0,0,0,0,1,0
36,1741709,854,Own,11,Car,640376,Defaulted,287575,35323,6,On Time,1,4,13,UPI,0,Medium,1,9,Low,Poor,0,0,0,0,0,0,1,0
68,1355790,539,Rent,12,Personal,440384,Paid,206495,112286,23,Late,0,4,8,Debit Card,0,Low,3,8,High,Poor,0,0,0,0,0,0,0,0
45,2807287,803,Own,29,Home,893488,Defaulted,366160,62679,32,On Time,1,8,9,Cash,1,Low,1,4,High,Poor,0,1,0,0,1,1,0,0
40,672389,718,Rent,21,Credit Card,953638,Paid,216932,39017,38,Late,0,4,3,Credit Card,0,Medium,3,9,Medium,Poor,0,0,0,1,0,0,0,1
21,1327990,704,Own,6,Education,425454,Defaulted,61813,15165,20,On Time,1,2,4,Cash,1,High,3,4,High,Average,0,0,0,0,0,0,0,0
37,2006752,453,Own,15,Education,667197,Paid,76236,107350,2,On Time,1,8,8,Cash,0,Low,3,2,Medium,Good,0,0,0,0,0,1,0,0
36,2141272,649,Own,32,Credit Card,132365,Paid,105008,138085,36,Late,1,3,9,UPI,0,High,4,8,Medium,Good,0,0,0,0,0,1,0,0
59,2302038,513,Own,22,Education,519681,Paid,107569,100851,28,Late,1,0,15,Debit Card,1,High,3,2,Low,Average,0,0,0,0,0,1,0,0
44,728059,861,Rent,32,Car,485978,Defaulted,55770,29146,5,Late,0,5,8,Cash,1,High,2,1,Medium,Average,0,0,0,0,0,0,1,0
51,1307646,348,Rent,5,Education,647565,Defaulted,59241,127786,16,On Time,0,2,9,Cash,1,Low,4,3,High,Good,0,0,0,0,0,0,0,0
21,2680007,658,Own,31,Car,80204,Defaulted,131674,132306,26,Late,1,2,13,UPI,0,Low,1,5,Medium,Good,0,0,0,0,0,1,1,0
55,1680464,797,Own,18,Credit Card,428487,Paid,107557,128729,47,Late,0,6,2,UPI,1,Low,4,6,Medium,Poor,0,1,0,0,0,1,0,0
24,1557406,646,Own,29,Credit Card,353121,Defaulted,48722,74527,16,Late,1,9,10,Cash,1,Medium,1,9,Low,Poor,0,0,0,0,0,1,0,0
65,804918,641,Own,2,Personal,642522,Paid,94704,128314,35,On Time,0,0,19,Credit Card,0,Medium,1,7,Low,Good,0,0,0,1,0,1,0,1
24,1636221,722,Rent,17,Education,649260,Defaulted,439749,136827,21,On Time,0,1,18,UPI,1,Medium,3,6,Medium,Average,0,0,0,0,0,0,0,0
67,1555485,738,Rent,33,Personal,849710,Paid,25296,96900,35,Late,1,1,4,Debit Card,0,Medium,3,5,Medium,Poor,0,0,0,0,0,0,0,0
69,1950282,543,Rent,15,Car,366759,Defaulted,397532,24538,10,Late,0,8,19,Credit Card,1,Medium,3,4,Medium,Average,0,0,0,0,0,0,1,0
43,2652391,853,Own,3,Education,670634,Defaulted,278555,47004,38,On Time,1,6,4,Debit Card,0,Medium,4,4,Low,Average,0,1,0,0,0,0,0,0
43,879847,824,Rent,3,Personal,723426,Paid,267332,35499,15,Late,1,1,9,Debit Card,0,High,4,7,High,Poor,0,0,0,0,0,0,0,0
36,1718903,593,Own,6,Credit Card,677539,Defaulted,170285,49968,4,On Time,1,4,18,Debit Card,1,Low,2,2,Low,Average,0,0,0,0,0,0,0,0
26,2170004,499,Rent,17,Car,367968,Defaulted,342186,17890,21,Late,0,0,1,Credit Card,1,High,3,8,Medium,Good,0,0,0,1,0,0,0,1
37,2951970,617,Rent,34,Car,935231,Defaulted,276533,28472,7,Late,1,3,15,Cash,0,High,4,7,Medium,Poor,0,0,0,0,0,0,1,0
59,1767771,499,Own,1,Education,73179,Defaulted,368900,18535,38,On Time,0,1,4,Credit Card,0,Medium,3,4,High,Good,0,0,0,1,0,0,0,1
62,687849,592,Rent,4,Education,344879,Defaulted,264130,69038,12,On Time,1,0,19,Debit Card,1,Low,4,4,Low,Average,0,0,0,0,0,0,0,0
67,2998450,579,Rent,2,Credit Card,924689,Defaulted,302858,46492,44,On Time,1,1,0,UPI,0,Medium,4,3,High,Poor,0,0,0,0,0,0,0,0
33,614481,391,Rent,34,Home,229495,Paid,317256,133299,44,On Time,1,4,13,Cash,0,Medium,2,9,Low,Good,1,0,0,0,0,0,0,0
34,2051926,879,Rent,14,Education,838916,Defaulted,411236,15808,26,Late,1,2,6,Credit Card,1,Medium,2,4,Medium,Poor,0,1,0,1,0,0,0,1
39,1288921,363,Own,15,Home,92142,Paid,323217,29145,11,Late,0,9,3,UPI,1,High,2,3,High,Good,0,0,0,0,0,0,0,0
30,1713058,443,Rent,26,Education,297213,Paid,495908,94281,25,On Time,0,3,19,UPI,1,Low,4,3,Medium,Average,0,0,0,0,0,0,0,0
29,1912412,879,Rent,11,Car,172914,Paid,389749,103664,22,On Time,1,8,18,Credit Card,0,Low,2,1,High,Average,0,1,0,1,0,0,1,1
27,502899,534,Own,4,Home,421435,Paid,114081,78372,46,Late,1,3,12,Cash,0,Medium,2,5,High,Poor,1,0,0,0,1,1,0,0
18,2045869,723,Rent,2,Personal,415630,Paid,289373,23975,20,On Time,0,4,4,Credit Card,0,Medium,2,2,Medium,Poor,0,0,0,1,0,0,0,1
49,2751498,613,Rent,10,Education,372497,Paid,293641,118293,49,Late,1,9,14,Cash,0,Low,3,9,Low,Good,0,0,0,0,0,0,0,0
47,2126249,422,Own,5,Car,103976,Defaulted,308932,108364,7,On Time,0,0,5,UPI,0,Low,1,9,Low,Poor,0,0,0,0,0,1,0,0
25,2666295,352,Rent,13,Personal,983763,Paid,459499,29764,26,On Time,0,9,1,Debit Card,0,High,2,7,High,Average,0,0,0,0,0,0,0,0
38,1711469,326,Rent,22,Education,460340,Defaulted,229160,139145,19,On Time,1,8,8,UPI,1,Medium,2,4,Medium,Good,0,0,0,0,0,0,0,0
39,393982,673,Rent,3,Education,641028,Defaulted,63350,149766,39,Late,1,8,2,UPI,0,Low,3,1,High,Average,0,0,0,0,0,0,0,0
35,1043837,335,Rent,15,Home,181770,Paid,226286,68146,22,Late,1,9,2,UPI,0,Medium,1,9,Low,Average,0,0,0,0,0,0,0,0
19,2613649,440,Rent,6,Home,483126,Paid,366471,60994,47,On Time,0,3,0,UPI,1,Low,1,1,High,Good,1,0,0,0,0,0,0,0
65,218767,487,Rent,26,Home,406707,Defaulted,254959,78619,44,Late,0,8,6,UPI,0,Medium,3,3,High,Poor,0,0,1,0,0,0,0,0
61,2774735,753,Own,2,Car,57233,Paid,194827,129894,10,On Time,1,3,10,UPI,0,High,4,9,Low,Poor,0,0,0,0,0,1,1,0
26,958468,478,Rent,2,Credit Card,696327,Defaulted,326684,133193,22,Late,1,9,15,Debit Card,0,Medium,2,6,High,Poor,0,0,0,0,0,0,0,0
20,849562,313,Own,31,Home,821054,Paid,34031,129307,38,On Time,0,9,12,UPI,1,High,1,6,Medium,Good,1,0,0,0,1,1,0,0
43,1885483,558,Rent,3,Personal,256548,Paid,174409,34744,34,On Time,1,6,7,Cash,1,High,1,2,Low,Average,0,0,0,0,0,0,0,0
38,1388216,333,Rent,9,Home,678515,Paid,70137,57831,9,Late,0,6,1,Debit Card,1,High,2,5,Low,Poor,0,0,0,0,0,0,0,0
47,2208225,531,Own,0,Car,876336,Paid,248724,65374,18,Late,0,0,17,Cash,0,High,3,6,Low,Average,0,0,0,0,0,1,1,0
45,621071,492,Own,17,Personal,450719,Defaulted,54442,78460,43,Late,1,2,1,Credit Card,1,High,4,3,Medium,Good,0,0,0,1,0,1,0,1
53,2402518,809,Rent,29,Car,666934,Paid,217818,7044,48,On Time,1,0,4,Debit Card,1,Medium,2,2,High,Good,0,1,0,0,0,0,0,0
43,1825514,487,Own,27,Home,961419,Defaulted,269398,50854,36,Late,1,7,6,Credit Card,1,High,4,1,Medium,Poor,0,0,0,1,1,1,0,1
51,2103391,796,Own,15,Credit Card,200927,Paid,181220,51628,6,Late,0,3,14,Cash,1,Low,2,6,High,Poor,0,0,0,0,0,1,0,0
25,2648874,627,Own,21,Personal,670044,Paid,46167,110775,44,Late,0,0,19,Debit Card,1,Low,1,7,Medium,Good,1,0,0,0,0,1,0,0
27,1665622,404,Rent,29,Education,390983,Defaulted,204703,60446,5,Late,0,5,18,Debit Card,1,Low,4,5,Medium,Good,0,0,0,0,0,0,0,0
65,1928403,590,Own,9,Personal,297628,Defaulted,269834,10231,31,On Time,0,7,5,Cash,1,High,4,6,Medium,Average,0,0,0,0,0,0,0,0
60,2748498,541,Own,24,Car,931266,Defaulted,193103,97104,8,Late,0,3,4,Cash,1,Medium,1,6,Medium,Average,0,0,0,0,0,1,0,0
67,1675292,396,Rent,10,Home,678791,Defaulted,432025,104994,25,On Time,1,0,3,Debit Card,1,Medium,3,4,Medium,Average,0,0,0,0,0,0,0,0
31,1564935,791,Rent,22,Credit Card,778299,Defaulted,83875,86019,41,Late,1,2,19,Debit Card,1,Low,1,1,Low,Good,1,1,0,0,0,0,0,0
57,523356,414,Own,21,Personal,156355,Defaulted,168288,52649,15,On Time,1,4,8,Debit Card,1,Low,1,8,Low,Poor,0,0,0,0,0,1,0,0
32,1141124,609,Own,19,Personal,138807,Paid,351745,106748,18,On Time,0,1,11,Debit Card,0,Medium,4,1,High,Average,0,0,0,0,0,1,0,0
34,1234891,850,Own,4,Personal,845324,Defaulted,193792,66866,30,Late,1,8,15,Debit Card,0,Medium,4,4,Medium,Poor,0,1,0,0,0,1,0,0
35,2867017,409,Rent,21,Education,574422,Defaulted,337323,12456,45,On Time,1,0,14,Credit Card,1,Medium,1,1,High,Good,0,0,0,1,0,0,0,1
49,562606,491,Own,16,Home,929898,Defaulted,103187,147044,34,Late,1,2,13,UPI,0,Medium,2,8,High,Good,0,0,0,0,1,1,0,0
55,457572,884,Own,17,Credit Card,292363,Paid,452055,62808,8,Late,1,0,8,Debit Card,1,Low,4,4,Low,Average,0,0,0,0,0,1,0,0
40,259999,411,Own,14,Personal,331432,Defaulted,344985,62759,19,Late,0,8,16,Cash,1,Low,4,7,Low,Poor,0,0,1,0,0,1,0,0
63,848246,602,Rent,29,Car,450829,Defaulted,33672,91663,35,Late,1,0,14,Credit Card,0,Low,4,3,Low,Poor,0,0,0,1,0,0,1,1
40,1928131,876,Own,11,Car,512322,Paid,117325,17302,16,On Time,0,1,0,Debit Card,0,Low,3,4,Medium,Good,0,0,0,0,0,0,0,0
52,2980734,655,Own,1,Car,394313,Defaulted,238455,132683,16,On Time,0,8,4,Cash,1,High,2,9,Medium,Good,0,0,0,0,0,1,0,0
56,407111,401,Rent,2,Education,507299,Paid,230980,5271,36,Late,1,4,9,Cash,1,Low,1,5,Low,Average,0,0,1,0,0,0,0,0
32,2591583,866,Rent,13,Credit Card,303014,Defaulted,436072,122372,22,Late,0,9,2,UPI,1,High,1,2,High,Good,0,1,0,0,0,0,0,0
41,2547475,614,Rent,13,Car,628323,Defaulted,189563,95976,18,Late,1,1,6,Debit Card,1,Low,2,9,Low,Good,0,0,0,0,0,0,1,0
45,783216,493,Own,22,Education,93792,Paid,266296,7589,38,Late,1,5,3,UPI,0,High,3,5,Medium,Poor,0,0,0,0,0,0,0,0
33,1693950,373,Own,14,Credit Card,325909,Paid,51979,51424,11,On Time,1,0,14,Debit Card,1,Low,4,3,High,Poor,0,0,0,0,0,1,0,0
33,220428,706,Rent,6,Personal,652503,Defaulted,422171,13230,30,On Time,0,1,1,Debit Card,0,High,2,9,Low,Average,0,0,0,0,0,0,0,0
57,2232826,591,Own,32,Credit Card,303210,Paid,282507,5851,33,Late,0,9,4,UPI,0,Low,1,8,Low,Poor,0,0,0,0,0,0,0,0
56,2177686,483,Rent,11,Credit Card,97611,Paid,399482,23687,5,Late,0,2,12,Debit Card,0,High,3,7,Low,Average,0,0,0,0,0,0,0,0
23,1824002,853,Own,23,Credit Card,435673,Defaulted,367384,126735,25,Late,0,2,17,UPI,1,Low,2,9,High,Poor,0,1,0,0,0,1,0,0
19,956834,657,Own,13,Credit Card,940536,Paid,184804,107359,34,Late,0,4,15,UPI,0,High,4,6,High,Average,1,0,0,0,0,1,0,0
30,2910833,398,Rent,6,Credit Card,856786,Defaulted,497794,76093,7,Late,0,0,13,Debit Card,0,High,3,1,Low,Good,0,0,0,0,0,0,0,0
61,1004564,824,Rent,19,Credit Card,968970,Paid,905,135154,25,On Time,0,1,7,Debit Card,0,Low,4,4,Medium,Poor,0,1,0,0,0,0,0,0
64,1591814,765,Rent,28,Personal,421666,Paid,119863,148333,33,Late,0,5,9,Debit Card,0,Medium,4,1,Low,Average,0,1,0,0,0,0,0,0
26,2101462,503,Own,6,Car,323041,Paid,125459,80115,17,Late,0,3,11,UPI,0,Medium,4,4,Medium,Poor,0,0,0,0,0,1,1,0
51,591742,704,Own,4,Education,382647,Defaulted,195493,56873,29,On Time,0,5,0,Credit Card,0,High,1,5,Medium,Good,0,0,0,1,0,1,0,1
34,864257,439,Own,32,Credit Card,398483,Defaulted,433661,17956,48,Late,0,5,1,UPI,1,High,4,8,Medium,Average,1,0,0,0,0,0,0,0
44,1663105,617,Own,12,Personal,709742,Paid,12344,127754,32,On Time,1,3,17,UPI,0,Low,2,9,Medium,Good,0,0,0,0,0,1,0,0
46,703142,675,Rent,31,Personal,198243,Paid,235268,7463,8,On Time,0,9,4,UPI,1,High,3,4,Medium,Good,0,0,0,0,0,0,0,0
54,2744014,519,Own,26,Personal,997128,Paid,382703,58796,41,On Time,0,1,12,Cash,1,Low,3,5,Medium,Poor,0,0,0,0,0,1,0,0
60,399257,648,Own,1,Education,530715,Defaulted,282414,132115,30,Late,1,2,12,UPI,1,High,4,9,Medium,Poor,0,0,0,0,0,1,0,0
39,2039431,722,Rent,12,Education,233033,Defaulted,230882,84688,35,Late,1,8,13,Cash,1,Low,2,7,High,Good,0,0,0,0,0,0,0,0
68,1946516,532,Own,29,Car,984484,Defaulted,54295,139853,9,Late,1,7,15,Cash,1,High,4,5,Low,Good,0,0,0,0,0,1,1,0
41,526950,599,Own,5,Home,607682,Paid,377609,23839,31,Late,0,6,3,Debit Card,1,Medium,2,2,Medium,Average,0,0,0,0,1,0,0,0
24,759498,431,Own,2,Car,935792,Defaulted,187497,51373,28,On Time,0,7,6,Debit Card,1,Low,2,2,Low,Good,0,0,0,0,0,1,1,0
51,2501399,725,Rent,29,Credit Card,421206,Defaulted,3066,89700,14,Late,1,9,0,Debit Card,0,High,4,4,Medium,Poor,0,0,0,0,0,0,0,0
65,1513315,533,Own,18,Credit Card,460104,Paid,21347,54773,33,On Time,1,2,0,Cash,1,Medium,4,3,Medium,Good,0,0,0,0,0,1,0,0
29,2212054,389,Own,15,Education,806641,Defaulted,332760,19928,40,Late,1,5,5,UPI,0,Medium,3,5,Low,Average,1,0,0,0,0,0,0,0
40,2997644,803,Own,3,Car,304129,Paid,8661,114554,16,Late,0,4,12,Debit Card,0,High,4,7,Low,Good,0,0,0,0,0,1,1,0
32,1757552,716,Rent,8,Personal,630853,Defaulted,455064,23761,3,Late,0,4,4,Cash,0,Medium,4,6,Medium,Good,0,0,0,0,0,0,0,0
50,1318187,751,Own,7,Personal,82940,Defaulted,432895,24012,43,On Time,1,0,9,Debit Card,0,Medium,1,5,High,Poor,0,1,0,0,0,0,0,0
30,2788145,769,Own,25,Car,901056,Defaulted,309171,74240,11,On Time,1,4,17,Debit Card,0,Low,1,7,Medium,Average,0,0,0,0,0,1,1,0
40,1323753,347,Rent,8,Credit Card,183983,Paid,52073,132469,47,Late,0,1,16,Debit Card,0,Medium,3,3,Medium,Poor,0,0,0,0,0,0,0,0
55,810150,522,Rent,11,Personal,775934,Paid,239282,52504,1,On Time,0,4,8,Credit Card,0,Low,3,2,Low,Good,0,0,0,0,0,0,0,0
49,2609465,765,Own,27,Credit Card,199973,Defaulted,387757,126099,41,On Time,1,1,7,Debit Card,0,Low,2,5,High,Good,0,1,0,0,0,1,0,0
62,2883008,359,Own,4,Car,984503,Paid,171121,50095,44,Late,0,0,3,Credit Card,0,Medium,1,4,High,Good,0,0,0,1,0,1,0,1
67,2191174,579,Own,15,Personal,813676,Paid,286554,28247,11,On Time,1,9,5,UPI,0,Medium,1,5,Low,Average,0,0,0,0,0,0,0,0
52,2774639,316,Rent,18,Credit Card,794960,Defaulted,106012,45076,44,On Time,1,9,16,Debit Card,0,Low,4,3,High,Poor,0,0,0,0,0,0,0,0
18,808980,620,Rent,22,Home,752651,Paid,357480,56875,39,On Time,1,7,17,Credit Card,0,Medium,2,6,Medium,Average,1,0,0,1,0,0,0,1
64,864367,866,Rent,7,Personal,481719,Paid,236984,101275,42,On Time,0,3,1,Debit Card,0,Low,1,6,Low,Good,0,0,0,0,0,0,0,0
62,905485,376,Own,17,Education,956292,Paid,296098,91296,37,On Time,1,8,2,UPI,0,High,3,2,Low,Good,0,0,0,0,0,1,0,0
22,784498,770,Rent,25,Home,664621,Defaulted,10939,131874,47,Late,1,9,16,UPI,0,Medium,3,4,Medium,Average,1,0,0,0,0,0,0,0
30,1439402,842,Rent,25,Car,688802,Paid,422024,120089,33,On Time,1,9,1,Cash,0,High,2,6,Medium,Poor,1,1,0,0,0,0,0,0
22,1366366,400,Rent,14,Credit Card,512987,Paid,88202,112524,48,Late,1,1,19,Cash,1,Low,4,4,Medium,Poor,1,0,0,0,0,0,0,0
49,2681446,839,Own,13,Personal,944376,Paid,594,111915,26,On Time,1,4,0,Credit Card,1,Low,2,2,High,Average,0,1,0,1,0,1,0,1
68,332872,843,Rent,6,Education,142860,Defaulted,491305,42401,27,On Time,0,3,0,Debit Card,1,Medium,1,7,Low,Good,0,0,0,0,0,0,0,0
38,217192,562,Own,24,Personal,318762,Defaulted,287678,120911,34,Late,1,2,14,Cash,1,Low,1,1,Low,Poor,0,0,1,0,0,1,0,0
41,1696382,505,Rent,1,Home,898993,Defaulted,352720,94829,44,On Time,0,0,0,Cash,1,High,1,5,Low,Poor,0,0,0,0,0,0,0,0
35,2273145,779,Rent,5,Credit Card,248165,Paid,24632,91448,36,On Time,1,1,4,Credit Card,0,Medium,4,7,Medium,Average,0,1,0,1,0,0,0,1
38,1511689,372,Own,8,Credit Card,676353,Paid,222379,41190,25,Late,1,9,9,Cash,0,Medium,4,3,Low,Poor,0,0,0,0,0,0,0,0
27,367919,737,Own,20,Education,988917,Defaulted,51705,43558,24,On Time,0,9,13,Debit Card,0,High,4,4,Low,Poor,0,0,0,0,0,0,0,0
41,1985073,881,Own,10,Credit Card,857044,Defaulted,251783,38695,27,On Time,1,7,8,Debit Card,1,Medium,3,2,High,Good,0,1,0,0,0,0,0,0
57,2071095,841,Own,6,Education,491183,Paid,288548,113993,2,Late,0,1,16,Debit Card,0,Medium,4,6,Medium,Good,0,0,0,0,0,1,0,0
64,2334625,713,Rent,31,Home,659370,Defaulted,286295,20081,3,Late,1,7,12,UPI,0,High,3,7,Medium,Good,0,0,0,0,0,0,0,0
38,1681171,512,Own,26,Education,722324,Paid,97178,81626,8,Late,1,4,15,Credit Card,0,High,3,5,High,Poor,0,0,0,0,0,1,0,0
42,2100931,366,Rent,12,Car,500341,Paid,183225,9588,36,Late,1,0,19,Cash,0,Low,2,3,Low,Good,0,0,0,0,0,0,1,0
69,1229793,721,Own,1,Car,443510,Defaulted,107222,44997,49,Late,1,4,7,Debit Card,1,Medium,2,6,High,Average,0,0,0,0,0,0,1,0
40,1294390,768,Own,12,Credit Card,704925,Defaulted,328328,117871,37,Late,0,5,11,Cash,1,High,2,7,Low,Poor,0,1,0,0,0,1,0,0
39,713861,670,Rent,3,Education,993338,Defaulted,280962,56415,11,Late,0,2,5,Credit Card,0,Medium,4,1,High,Average,0,0,0,0,0,0,0,1
